Rating,Date,Body,Sentiment
1,2023-09-02,Muy revuelta y para hacer aclaraciónes te cobran 200 bolas,negative
5,2023-09-02,Muy rápida y fácil de usar,positive
1,2023-09-02,"Ultimamente me manda error y no me deja ingresar a mi cuenta me paso ayer y hoy en las tardes, y eso me preocupa pues tenia que hacer pagos y no pude",negative
1,2023-09-01,"Pésimo servicio, mañana voy a cancelar mi tarjeta,",negative
4,2023-09-01,Mala,mixed
3,2023-09-01,Buena app,positive
5,2023-09-01,Buena,positive
5,2023-09-01,Muy buena,positive
1,2023-09-01,Sin unas maldit4s r4t4s Piden un montón de cosas para poder enviar TU PROPIO DINERO Para hacer transferencia No se puede a cualquier banco Ponen todo tipo de pretexto Una basura está app,negative
5,2023-09-01,Muy buena,positive
1,2023-09-01,"Desde hace días no se puede transferir,pagar, nada, según que pase a la tienda coppel a activar mi app y ahí me dicen que es problema de la app y no saben cuándo se va a resolver, nunca había tenido problemas hasta hoy y me urge, ya que tengo que realizar transferencias",negative
5,2023-09-01,Muy buena,positive
1,2023-09-01,No sirveeeeeeebno me deja registrrme y tengo todos mis datos en orden,negative
1,2023-09-01,"Un asco... teniendo la ubicación activada dice que no se puede detectar.... Y no da acceso,es un asco cada actualización.... Y pide acceso a datos muy personales... No se con que fin.",negative
1,2023-09-01,No me deja hacer movimientos,negative
1,2023-09-01,"Era muy buena, cada q actualizan esta peor, muy lenta, llevo tres dias queriendo entrar y nada sirve, ponganse a trabajar!!!!",negative
5,2023-09-01,??,positive
5,2023-09-01,Buena app. Recomendada,positive
1,2023-09-01,Problemas para detectar la ubicación es fastidioso,negative
1,2023-09-01,No deja acceder Dice que hay error en la red y luego tarda hasta 2 días,negative
4,2023-09-01,Excelente,positive
5,2023-09-01,Buena señal,neutral
1,2023-09-01,No sirve para nada.en pocas palabras es un fraude total y rotundo.,negative
5,2023-09-01,Excelente,positive
5,2023-09-01,Alo personal Mena servido mucho por el tipo de trabajo que hago me es muy útil para ver movimientos pagos transferencias etc. Ojalá siga mejorando y tenga más cobertura de pagos en tiendas de servicio,positive
1,2023-09-01,No he podido registrar mi tarjeta ya que siempre pone que los datos son incorrectos ??,negative
5,2023-09-01,La mejor,positive
1,2023-09-01,Es un hasco de aplicación la no me deja ingresar mis datos sin tener que saltar un error código no se que la verdad no vuelvo a BanCoppel en mi vida,negative
5,2023-09-01,Quiero ser cliente en la pantalla de bien venida,mixed
2,2023-09-01,"Muy inestable la app. Cuando está uno haciendo un pago, de repente, desaparece y hay que volver a empezar.",negative
1,2023-09-01,Desde que se actualizo no me deja acceder dice que mis datos no coinciden. Ya verifique mis datos son correctos pero la app insiste qué no lo son.,negative
1,2023-09-01,No me deja entrar,negative
5,2023-09-01,No sirve,mixed
5,2023-09-01,Le voy a poner que jala bien a ver si asi abre,mixed
5,2023-08-31,Quiero manejar bancoopel para transferencias bancarias,neutral
5,2023-08-31,Está chido el app,positive
1,2023-08-31,Un basura,negative
5,2023-08-31,buena,positive
5,2023-08-31,"A Sido buena,aveces se tardan un poquito en notificarme...",positive
1,2023-08-31,No sirve la aplicación,negative
1,2023-08-31,Es pésimo el servicio,negative
4,2023-08-31,Exelente,positive
1,2023-08-31,"La aplicación es una porquería, tarda horas en poder entrar a la aplicación",negative
1,2023-08-31,"Muy mala aplicación. Continuamente falla supuestamente porque no se autoriza la ubicación, cuando tiene la autorización siempre y cuando esté en uso...",negative
5,2023-08-31,Excelente Excelente,positive
1,2023-08-31,Basura de app pongo mi fecha de nacimiento y me marca incorrecto,negative
5,2023-08-31,"Del tiempo que la e usado no e tenido problemas muy buena, normal el único problema es por falta de señal en ocasiones.",positive
5,2023-08-31,Muy fácil de usar,positive
1,2023-08-31,No me abre la aplicación saben por qué?,negative
1,2023-08-31,"Cada rato pide actualización y nunca sirve es demasiado lenta y tarda muchísimo en entrar, antes no batallaba nada creo que entre más actualizada este está peor.",negative
5,2023-08-31,Muy buen aplicado,positive
5,2023-08-31,Muy bien y es muy útil,positive
5,2023-08-31,Excelente,positive
1,2023-08-31,Que horrible es que un banco no tenga una aplicación desente enserio que pasa con el equipo de desarrollo de apps de coppel???,negative
1,2023-08-31,No me abre la aplicación ingreso mis datos y nomás no abre y aparte consume muchos datos móviles y me acabe los megas y nunca quiso funcionar,negative
3,2023-08-31,"Falta mejorar para que sea un poco más rapido, entra muy lento",negative
1,2023-08-31,La aplicación no comienza desde que se actualizo,negative
5,2023-08-31,Todo bien hasta ahora,positive
4,2023-08-31,buena,positive
2,2023-08-31,Las actualizaciones recientes tienen lenta la app y aparte en ocasiones muchas ocasiones no entra la secesión y tarda en funcionar.,negative
2,2023-08-31,"Todo funcionaba muy bien, hasta que dejó de abrir o se traba mucho",negative
1,2023-08-31,"Pésimo se actualiza y falla más, se queda cargando y nunca entra.",negative
1,2023-08-31,Siempre tiene fallas la aplicación,negative
5,2023-08-31,Muy buena aplicación,positive
5,2023-08-31,Exelente,positive
5,2023-08-30,"Me encanta la aplicación, hago mis transferencias en segundos! Esa gente que se queja han de tener un microondas como celular como para que no les corra bien",positive
5,2023-08-30,bien,positive
5,2023-08-30,Ecxelte muy fácil y práctico,positive
5,2023-08-30,Muy buen servicio,positive
5,2023-08-30,Oki,positive
1,2023-08-30,"Muy mala app, inestable, incompleta, poco confiable, el historial no da detalles y los chavos del Banco, siempre disque ocupados sin dar solución.. asesorence con los desarrolladores de Banco Azteca o Mercado Pago",negative
5,2023-08-30,Es práctico el manejo de la App,positive
5,2023-08-30,Excelente aplicación,positive
1,2023-08-30,"Siempre se traba, hay días que no deja ni abrirla",negative
1,2023-08-30,"La desinstale en cuanto la abrí y vi todos los permisos que requerían, es absurdo. Sería bueno que los permisos se soliciten al momento en que sean necesarios para operaciones de la App, no desde el inicio si ser opcionales.",negative
1,2023-08-30,Seguido me pasa que no puedo entrar supuestamente porque no tiene permiso la app de ubicación cuando siempre lo tiene,negative
2,2023-08-30,Pésimo servicio..se traba mucho...,negative
5,2023-08-30,Super cómoda súper prácticas súper sencilla,positive
4,2023-08-30,Es bueno pero tarda para abrir,neutral
1,2023-08-30,Instale la aplicación y ni siquiera puedo entrar no se puede abrir?????,negative
1,2023-08-30,Muy lenta no puedo ver mis movimientos dice que no hecho ninguno y no es así tarda mucho y es lenta ocupa una actualización pero para bien,negative
5,2023-08-30,Excelente app,positive
1,2023-08-30,No me deja hacer compras por internet y a cada rato anda fallando lo de la ubicación a pesar de siempre estar activada,negative
1,2023-08-30,La app no abre esta muy lenta.,negative
5,2023-08-30,exelente servicio,positive
3,2023-08-30,Regular,negative
1,2023-08-29,Caen mal con sus actualizaciones a cada rato que no tiene mucho de novedad y siempre se complica abrir la app,negative
2,2023-08-29,Falla en la aplicación,negative
3,2023-08-29,"Actualice el 11 de agosto y otra vez me obliga a actualizar, pues cuántas veces debo hacerlo?",negative
5,2023-08-29,Me a funcionado bien,positive
1,2023-08-29,"Que horror que se tarde casi 1 hora para sacar un código solo para realizar una transferencia, no me deja sacar mis estados de cuenta y se traba a cada rato, arreglen la app, se supone que por eso esto nos ahorra mucho tiempo para ir a una cajero automático, pero no encuentro sentido que se trabe a cads rato, te consume muchos datos y tarda 2 días en reflejar una transferencia",negative
1,2023-08-29,Muy lenta y pide actualización a cada rato y no se me hace muy segura la aplicación,negative
5,2023-08-29,Excelente,positive
1,2023-08-29,No me permite accesar,negative
1,2023-08-29,Es muy seguro tu dinero,mixed
1,2023-08-29,"Pésimo servicio, no me deja ni entrar... siempre me dice ""inténtelo más tarde""",negative
1,2023-08-29,Vatayo mucho para abrir la app,negative
5,2023-08-29,Muy buena ?? recomiendo,positive
4,2023-08-29,Por el momento me funciona ala perfección,positive
5,2023-08-29,BUENIZIMA APP TE AYUDA A SABER DE TU CTA Y ESTAR AL CORRIENTE CON TUS PAGOS,positive
1,2023-08-29,"No me permite hacer transferencias porque dice que la hora en mi reloj no es correcta, pero si es",negative
1,2023-08-29,"Últimamente entra cuando quiere,más de 30 minutos de espera para poder cargar",negative
1,2023-08-29,No me gusto utilize los servicios e hice el recargo de saldo en la app y me llego dos veces el pago de la misma. no llego el saldo y no me llego la notificacion de bancoppel mediante el sms de aviso de algún movimiento.,negative
1,2023-08-29,Pésima Pésima,negative
1,2023-08-29,"Me marca que mi fecha de nacimiento no es correcta y no me deja entrar a la app, pesimo la verdad",negative
5,2023-08-29,Muy buena,positive
2,2023-08-29,"Ahora resulta que no me abre más que con mis datos móviles. Con el wifi de mi casa o de cualquier otro lado no me permite ingresar, es más ni siquiera me carga lap pantalla inicial, a pero cambio a datos y ahí si...",negative
1,2023-08-29,"Basura, siempre hay error de algo",negative
1,2023-08-29,"Cada día está peor esta aplicación, tarda demasiado en abrir y a veces ni abre. ??",negative
1,2023-08-29,Tarda bastante fácilmente pierdes una hora queriendo entrar a hacer movimientos entu cuenta pero es imposible no funciona,negative
1,2023-08-28,Muy mala experiencia casi siempre está en reparación el servidor y cuando necesitas hacer un movimiento no puedes y t hace perder tiempo y dinero tube que sacar la tarjeta de spin Oxxo me ha servido de mucho por qué me resuelve el problema de esta app es muy molesto que continuamente este sin servicio,negative
1,2023-08-28,"Esta aplicación va de mal en peor, siempre está fallando, es super lenta, te pide acceso a cosas que ni al caso, tengo horas tratando de entrar y no me deja que porque no esta activa mi ubicación siendo que si lo está, y es la única aplicación en mi celular que tengo que estar cambiando la hora a configuración automática sino no me deja usarla, fui a tienda a que me dieran una respuesta sobre ese tema y no supieron que hacer, pésima aplicación......",negative
4,2023-08-28,"Excelente para mis intereses remesas, transferencias y múltiples servicios.",positive
5,2023-08-28,Ññ,mixed
1,2023-08-28,"Pésima, la quiero ocupar para hacer compras por internet y no da, va de mal a peor.",negative
1,2023-08-28,"No se para que poner una App para ver tu cuenta si no puedes ingresar y debes ir a la sucursal. Es el 2023, muy mal sistema en general... Desinstalando en 3..2..1..",negative
1,2023-08-28,"Estaba todo bien hasta hace un mes... Ahora me dice que no puede acceder a mi ubicación cuando todas las demás apps bancarias no tienen ningún problema, la verdad que es poco práctico tener un banco qué no sirve digitalmente ??",negative
1,2023-08-28,Es un asco de aplicación siempre que hacen mantenimiento se les ocurre hacerlo en el día aparte muy lenta,negative
1,2023-08-28,"No me deja abrirla, según por eso la actualicé y nada",negative
5,2023-08-28,Excelente,positive
1,2023-08-28,No me manda las notificación de las recargas y no me llegan las recargas pero si me están cobrando que feo..,negative
1,2023-08-28,"Fatal, a cada rato falla",negative
3,2023-08-28,Que onda con la app que anda fallando??,negative
1,2023-08-28,No funciona muy lenta siempre la actualizan y queda peor,negative
1,2023-08-28,"Antes era excelente, pero ahora es pésima. Al querer ingresar lo único que pone es ""Para continuar, revisar tu conexión a internet"" ni conectado a Wifi ni poniendo datos, funciona.",negative
1,2023-08-28,"No sirve la App ,",negative
5,2023-08-28,Muy buena,positive
1,2023-08-28,"Malisima ,a cada rato presenta problemas para utilizarse y a eso se le suma que es muy lenta",negative
1,2023-08-28,"Pésima aplicación, en el menú de inicio carga y carga y no entra, me pide que revise mi conexión pero todo está bien tengo señal y tengo wifi.",negative
1,2023-08-28,"Es molesto tener que cambiar horario para poder hacer una transferencia o un pago, esto empezó a pasar cuando se hizo el cambio de horario, deberían mejorar eso en la aplicación",negative
2,2023-08-28,Ay días en que no puedes ingresar ala app,negative
2,2023-08-28,"Es muy lenta y las notificaciones de las transferencias me llegas horas después, y la aplicación te saca a cada rato o dice que no hay señal, muy mal",negative
3,2023-08-28,"A cada rato se cae la señal, es lenta y te saca de lo que estás haciendo",negative
1,2023-08-28,Traten de mejorar la app,neutral
2,2023-08-28,No puedo entrar a la aplicación de bancoppel para consultar saldo nadamas me aparece cargando aplicación nada que entra muy mal la aplicación,negative
3,2023-08-28,Falla mucho,negative
1,2023-08-28,Desde q asen sus cambios howw actualizaciones d la app una vil.porqueria siempre q no hay señal q está en reparación q no se puede transferir chequen la app están teniendo demasiados herrores,negative
1,2023-08-28,"Acabo de actualizar la aplicación, y para mi desgracia no me deja entrar, no es la primera vez qué me sucede, y el asunto es que tengo que hacer unas transferencias y aquí estoy, batallando para poder hacerlas. Cada que se actualiza es lo MISMO!! ESPERO Y DEJE DE SUCEDER .",negative
